 Table of rho values created with FFT surfaces and polarized ray tracing as described in
   Mobley, C.D., 2015.  Polarized Reflectance and Transmittance Properties of Wind-blown Sea Surfaces,
   Applied Optics (in review)
 NOTE: This is a preliminary table for use during review of the above paper.
   These rho values are for fully developed seas, sun's direct rays parallel to the wind direction,
   a Rayleigh, single-scattering sky at 550 nm, and wind speeds of 0, 2, 4, 5, 6, 8, 10, 12, 14, and 15 m/s.
   The final table will be placed online once the above paper has been accepted for publication.
 rho is computed from the I components of the Stokes radiance vectors: rho = I(surface reflected)/I(sky) [nondimensional]
 Theta_v is the polar viewing angle measured from 0 at the nadir.
 Phi_v is the azimuthal viewing angle measured from the sun at phi_v = 0
 Looping order is
    wind speed
       sun zenith angle
          theta_v
             phi_v
 Data blocks of 118 theta_v, phi_v, rho(theta_v, phi_v) records on an (f7.1,f9.1,e15.4) format are separated by 
   records giving the wind speed and sun zenith angle on an (12x,f5.1,20x,f5.1) format.
-------------------------------
 Theta_v    Phi_v       rho
-------------------------------
WIND SPEED =  0.0; SUN ZENITH ANGLE =  0.0
   40.0    180.0    4.5524e-002
   50.0      0.0    3.0943e-001
   50.0     15.0    1.7443e-001
   50.0     30.0    7.0176e-002
   50.0     45.0    4.5691e-002
   50.0     60.0    3.3128e-002
   50.0     75.0    2.3639e-002
   50.0     90.0    1.6405e-002
   50.0    105.0    1.9638e-002
   50.0    120.0    3.3619e-002
   50.0    135.0    4.7999e-002
   50.0    150.0    6.0422e-002
   50.0    165.0    6.8050e-002
   50.0    180.0    6.9529e-002
   60.0      0.0    3.1323e-001
   60.0     15.0    1.7684e-001
   60.0     30.0    8.9876e-002
   60.0     45.0    7.4653e-002
   60.0     60.0    5.9841e-002
   60.0     75.0    4.7377e-002
   60.0     90.0    3.5683e-002
   60.0    105.0    4.1720e-002
   60.0    120.0    6.4447e-002
   60.0    135.0    8.4022e-002
   60.0    150.0    9.9256e-002
   60.0    165.0    1.0760e-001
   60.0    180.0    1.1256e-001
   70.0      0.0    3.3258e-002
   70.0     15.0    1.8948e-001
   70.0     30.0    1.3174e-001
   70.0     45.0    1.2795e-001
   70.0     60.0    1.1657e-001
   70.0     75.0    1.0553e-001
   70.0     90.0    8.9168e-002
   70.0    105.0    9.7526e-002
   70.0    120.0    1.2437e-001
   70.0    135.0    1.4190e-001
   70.0    150.0    1.5395e-001
   70.0    165.0    1.5956e-001
   70.0    180.0    1.6575e-001
   80.0      0.0    7.2834e-001
   80.0     15.0    2.6192e-001
   80.0     30.0    1.8076e-001
   80.0     45.0    1.7803e-001
   80.0     60.0    1.7266e-001
   80.0     75.0    1.6929e-001
   80.0     90.0    1.5499e-001
   80.0    105.0    1.5885e-001
   80.0    120.0    1.7454e-001
   80.0    135.0    1.7928e-001
   80.0    150.0    1.7843e-001
   80.0    165.0    1.7932e-001
   80.0    180.0    1.8291e-001
   87.5      0.0    1.5581e+000
   87.5     15.0    3.5032e-001
   87.5     30.0    2.0268e-001
   87.5     45.0    1.8610e-001
   87.5     60.0    1.8017e-001
   87.5     75.0    1.7882e-001
   87.5     90.0    1.7193e-001
   87.5    105.0    1.6892e-001
   87.5    120.0    1.7251e-001
   87.5    135.0    1.6738e-001
   87.5    150.0    1.5954e-001
   87.5    165.0    1.6081e-001
   87.5    180.0    1.5891e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 80.0
    0.0      0.0    1.3229e-002
   10.0      0.0    2.5750e-002
   10.0     15.0    2.5472e-002
   10.0     30.0    2.5076e-002
   10.0     45.0    2.4488e-002
   10.0     60.0    2.3670e-002
   10.0     75.0    2.3149e-002
   10.0     90.0    2.2980e-002
   10.0    105.0    2.2872e-002
   10.0    120.0    2.3115e-002
   10.0    135.0    2.3590e-002
   10.0    150.0    2.3827e-002
   10.0    165.0    2.4007e-002
   10.0    180.0    2.4038e-002
   20.0      0.0    3.2017e-002
   20.0     15.0    3.0545e-002
   20.0     30.0    2.8142e-002
   20.0     45.0    2.5360e-002
   20.0     60.0    2.3266e-002
   20.0     75.0    2.1606e-002
   20.0     90.0    2.0769e-002
   20.0    105.0    2.0915e-002
   20.0    120.0    2.2025e-002
   20.0    135.0    2.3438e-002
   20.0    150.0    2.5154e-002
   20.0    165.0    2.5953e-002
   20.0    180.0    2.6081e-002
   30.0      0.0    5.4501e-002
   30.0     15.0    4.5208e-002
   30.0     30.0    3.5441e-002
   30.0     45.0    2.7617e-002
   30.0     60.0    2.2925e-002
   30.0     75.0    1.9184e-002
   30.0     90.0    1.7055e-002
   30.0    105.0    1.7710e-002
   30.0    120.0    2.0741e-002
   30.0    135.0    2.4562e-002
   30.0    150.0    2.8468e-002
   30.0    165.0    3.0630e-002
   30.0    180.0    3.0970e-002
   40.0      0.0    1.2205e-001
   40.0     15.0    8.6778e-002
   40.0     30.0    4.9527e-002
   40.0     45.0    3.3252e-002
   40.0     60.0    2.3469e-002
   40.0     75.0    1.6735e-002
   40.0     90.0    1.2806e-002
   40.0    105.0    1.4104e-002
   40.0    120.0    2.0651e-002
   40.0    135.0    2.8743e-002
   40.0    150.0    3.5839e-002
   40.0    165.0    4.0209e-002
   40.0    180.0    4.0825e-002
   50.0      0.0    2.6319e-001
   50.0     15.0    1.4704e-001
   50.0     30.0    7.3515e-002
   50.0     45.0    4.6582e-002
   50.0     60.0    3.0490e-002
   50.0     75.0    1.9368e-002
   50.0     90.0    1.2331e-002
   50.0    105.0    1.5282e-002
   50.0    120.0    2.7803e-002
   50.0    135.0    4.1410e-002
   50.0    150.0    5.3138e-002
   50.0    165.0    6.0298e-002
   50.0    180.0    6.1886e-002
   60.0      0.0    3.8939e-001
   60.0     15.0    1.8595e-001
   60.0     30.0    1.0710e-001
   60.0     45.0    7.8556e-002
   60.0     60.0    5.6386e-002
   60.0     75.0    4.0208e-002
   60.0     90.0    2.8678e-002
   60.0    105.0    3.4323e-002
   60.0    120.0    5.4931e-002
   60.0    135.0    7.4207e-002
   60.0    150.0    8.9144e-002
   60.0    165.0    9.7331e-002
   60.0    180.0    1.0227e-001
   70.0      0.0    3.6912e-001
   70.0     15.0    1.8900e-001
   70.0     30.0    1.4700e-001
   70.0     45.0    1.3068e-001
   70.0     60.0    1.1160e-001
   70.0     75.0    9.5468e-002
   70.0     90.0    7.8938e-002
   70.0    105.0    8.7047e-002
   70.0    120.0    1.1231e-001
   70.0    135.0    1.3091e-001
   70.0    150.0    1.4373e-001
   70.0    165.0    1.4982e-001
   70.0    180.0    1.5620e-001
   80.0      0.0    8.5289e-002
   80.0     15.0    1.7865e-001
   80.0     30.0    1.6809e-001
   80.0     45.0    1.7078e-001
   80.0     60.0    1.6470e-001
   80.0     75.0    1.5852e-001
   80.0     90.0    1.4447e-001
   80.0    105.0    1.4909e-001
   80.0    120.0    1.6542e-001
   80.0    135.0    1.7256e-001
   80.0    150.0    1.7350e-001
   80.0    165.0    1.7529e-001
   80.0    180.0    1.7936e-001
   87.5      0.0    3.9275e-001
   87.5     15.0    1.9486e-001
   87.5     30.0    1.6471e-001
   87.5     45.0    1.6960e-001
   87.5     60.0    1.6965e-001
   87.5     75.0    1.6905e-001
   87.5     90.0    1.6375e-001
   87.5    105.0    1.6262e-001
   87.5    120.0    1.6822e-001
   87.5    135.0    1.6575e-001
   87.5    150.0    1.5970e-001
   87.5    165.0    1.6192e-001
   87.5    180.0    1.6054e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 87.5
    0.0      0.0    1.2484e-002
   10.0      0.0    2.4517e-002
   10.0     15.0    2.4316e-002
   10.0     30.0    2.3980e-002
   10.0     45.0    2.3587e-002
   10.0     60.0    2.2884e-002
   10.0     75.0    2.2485e-002
   10.0     90.0    2.2367e-002
   10.0    105.0    2.2284e-002
   10.0    120.0    2.2514e-002
   10.0    135.0    2.2961e-002
   10.0    150.0    2.3165e-002
   10.0    165.0    2.3326e-002
   10.0    180.0    2.3347e-002
   20.0      0.0    2.8719e-002
   20.0     15.0    2.7859e-002
   20.0     30.0    2.6202e-002
   20.0     45.0    2.4067e-002
   20.0     60.0    2.2390e-002
   20.0     75.0    2.0991e-002
   20.0     90.0    2.0278e-002
   20.0    105.0    2.0420e-002
   20.0    120.0    2.1408e-002
   20.0    135.0    2.2658e-002
   20.0    150.0    2.4212e-002
   20.0    165.0    2.4933e-002
   20.0    180.0    2.5064e-002
   30.0      0.0    4.1461e-002
   30.0     15.0    3.7722e-002
   30.0     30.0    3.2031e-002
   30.0     45.0    2.6053e-002
   30.0     60.0    2.1976e-002
   30.0     75.0    1.8608e-002
   30.0     90.0    1.6708e-002
   30.0    105.0    1.7275e-002
   30.0    120.0    1.9919e-002
   30.0    135.0    2.3303e-002
   30.0    150.0    2.6830e-002
   30.0    165.0    2.8820e-002
   30.0    180.0    2.9172e-002
   40.0      0.0    7.4911e-002
   40.0     15.0    6.4243e-002
   40.0     30.0    4.6133e-002
   40.0     45.0    3.1746e-002
   40.0     60.0    2.2446e-002
   40.0     75.0    1.6003e-002
   40.0     90.0    1.2518e-002
   40.0    105.0    1.3642e-002
   40.0    120.0    1.9310e-002
   40.0    135.0    2.6598e-002
   40.0    150.0    3.3092e-002
   40.0    165.0    3.7143e-002
   40.0    180.0    3.7816e-002
   50.0      0.0    1.4238e-001
   50.0     15.0    1.1506e-001
   50.0     30.0    7.4856e-002
   50.0     45.0    4.6320e-002
   50.0     60.0    2.9358e-002
   50.0     75.0    1.8032e-002
   50.0     90.0    1.1852e-002
   50.0    105.0    1.4535e-002
   50.0    120.0    2.5426e-002
   50.0    135.0    3.7996e-002
   50.0    150.0    4.8949e-002
   50.0    165.0    5.5644e-002
   50.0    180.0    5.7298e-002
   60.0      0.0    2.0516e-001
   60.0     15.0    1.6669e-001
   60.0     30.0    1.1850e-001
   60.0     45.0    8.0777e-002
   60.0     60.0    5.5248e-002
   60.0     75.0    3.7804e-002
   60.0     90.0    2.7534e-002
   60.0    105.0    3.2849e-002
   60.0    120.0    5.1098e-002
   60.0    135.0    6.9450e-002
   60.0    150.0    8.3726e-002
   60.0    165.0    9.1552e-002
   60.0    180.0    9.6469e-002
   70.0      0.0    1.9184e-001
   70.0     15.0    1.8068e-001
   70.0     30.0    1.6050e-001
   70.0     45.0    1.3404e-001
   70.0     60.0    1.1040e-001
   70.0     75.0    9.2059e-002
   70.0     90.0    7.6625e-002
   70.0    105.0    8.4521e-002
   70.0    120.0    1.0760e-001
   70.0    135.0    1.2599e-001
   70.0    150.0    1.3870e-001
   70.0    165.0    1.4478e-001
   70.0    180.0    1.5125e-001
   80.0      0.0    1.0815e-001
   80.0     15.0    1.4238e-001
   80.0     30.0    1.6318e-001
   80.0     45.0    1.6842e-001
   80.0     60.0    1.6215e-001
   80.0     75.0    1.5482e-001
   80.0     90.0    1.4161e-001
   80.0    105.0    1.4641e-001
   80.0    120.0    1.6203e-001
   80.0    135.0    1.6987e-001
   80.0    150.0    1.7145e-001
   80.0    165.0    1.7361e-001
   80.0    180.0    1.7796e-001
   87.5      0.0    2.5103e-001
   87.5     15.0    1.1436e-001
   87.5     30.0    1.4062e-001
   87.5     45.0    1.5993e-001
   87.5     60.0    1.6521e-001
   87.5     75.0    1.6547e-001
   87.5     90.0    1.6126e-001
   87.5    105.0    1.6075e-001
   87.5    120.0    1.6665e-001
   87.5    135.0    1.6526e-001
   87.5    150.0    1.6010e-001
   87.5    165.0    1.6286e-001
   87.5    180.0    1.6181e-001
WIND SPEED = 10.0; SUN ZENITH ANGLE =  0.0
    0.0      0.0    1.0518e-003
   10.0      0.0    1.2060e-001
   10.0     15.0    1.1285e-001
   10.0     30.0    1.1394e-001
   10.0     45.0    1.1533e-001
   10.0     60.0    1.1459e-001
   10.0     75.0    1.1259e-001
   10.0     90.0    1.0940e-001
   10.0    105.0    1.1201e-001
   10.0    120.0    1.0904e-001
   10.0    135.0    1.1056e-001
   10.0    150.0    1.1476e-001
   10.0    165.0    1.1307e-001
   10.0    180.0    1.2156e-001
   20.0      0.0    1.6646e-001
   20.0     15.0    1.6318e-001
   20.0     30.0    1.4671e-001
   20.0     45.0    1.3870e-001
   20.0     60.0    1.3016e-001
   20.0     75.0    1.2843e-001
   20.0     90.0    1.2497e-001
   20.0    105.0    1.2101e-001
   20.0    120.0    1.3358e-001
   20.0    135.0    1.3941e-001
   20.0    150.0    1.5414e-001
   20.0    165.0    1.6437e-001
   20.0    180.0    1.5374e-001
   30.0      0.0    1.3888e-001
   30.0     15.0    1.3562e-001
   30.0     30.0    1.2018e-001
   30.0     45.0    1.1775e-001
   30.0     60.0    1.0247e-001
   30.0     75.0    9.6006e-002
   30.0     90.0    9.2719e-002
   30.0    105.0    9.0459e-002
   30.0    120.0    1.0305e-001
   30.0    135.0    1.2162e-001
   30.0    150.0    1.4537e-001
   30.0    165.0    1.5637e-001
   30.0    180.0    1.4875e-001
   40.0      0.0    9.8200e-002
   40.0     15.0    9.7608e-002
   40.0     30.0    8.8874e-002
   40.0     45.0    7.2030e-002
   40.0     60.0    6.1059e-002
   40.0     75.0    5.9062e-002
   40.0     90.0    5.8177e-002
   40.0    105.0    6.2129e-002
   40.0    120.0    7.2945e-002
   40.0    135.0    8.6079e-002
   40.0    150.0    8.9893e-002
   40.0    165.0    1.0580e-001
   40.0    180.0    1.0650e-001
   50.0      0.0    9.0518e-002
   50.0     15.0    8.4958e-002
   50.0     30.0    7.8291e-002
   50.0     45.0    7.1259e-002
   50.0     60.0    6.7294e-002
   50.0     75.0    6.4963e-002
   50.0     90.0    6.5344e-002
   50.0    105.0    6.6178e-002
   50.0    120.0    7.0121e-002
   50.0    135.0    7.6823e-002
   50.0    150.0    8.1071e-002
   50.0    165.0    8.4687e-002
   50.0    180.0    9.6560e-002
   60.0      0.0    1.2708e-001
   60.0     15.0    1.2133e-001
   60.0     30.0    1.2086e-001
   60.0     45.0    1.1951e-001
   60.0     60.0    1.1932e-001
   60.0     75.0    1.2052e-001
   60.0     90.0    1.1673e-001
   60.0    105.0    1.1672e-001
   60.0    120.0    1.1926e-001
   60.0    135.0    1.2039e-001
   60.0    150.0    1.2122e-001
   60.0    165.0    1.2238e-001
   60.0    180.0    1.2934e-001
   70.0      0.0    1.9627e-001
   70.0     15.0    1.9048e-001
   70.0     30.0    1.9462e-001
   70.0     45.0    2.0047e-001
   70.0     60.0    2.0575e-001
   70.0     75.0    2.1019e-001
   70.0     90.0    2.0131e-001
   70.0    105.0    2.0091e-001
   70.0    120.0    2.0572e-001
   70.0    135.0    2.0049e-001
   70.0    150.0    1.9462e-001
   70.0    165.0    1.9026e-001
   70.0    180.0    1.9605e-001
   80.0      0.0    2.2672e-001
   80.0     15.0    2.2293e-001
   80.0     30.0    2.3092e-001
   80.0     45.0    2.4231e-001
   80.0     60.0    2.5628e-001
   80.0     75.0    2.6858e-001
   80.0     90.0    2.5875e-001
   80.0    105.0    2.5773e-001
   80.0    120.0    2.5634e-001
   80.0    135.0    2.4230e-001
   80.0    150.0    2.3092e-001
   80.0    165.0    2.2293e-001
   80.0    180.0    2.2672e-001
   87.5      0.0    1.9681e-001
   87.5     15.0    2.0091e-001
   87.5     30.0    2.0922e-001
   87.5     45.0    2.2434e-001
   87.5     60.0    2.3758e-001
   87.5     75.0    2.5316e-001
   87.5     90.0    2.4469e-001
   87.5    105.0    2.4684e-001
   87.5    120.0    2.3758e-001
   87.5    135.0    2.2434e-001
   87.5    150.0    2.0922e-001
   87.5    165.0    2.0091e-001
   87.5    180.0    1.9681e-001
WIND SPEED = 10.0; SUN ZENITH ANGLE = 10.0
    0.0      0.0    1.1734e-001
   10.0      0.0    3.8140e-004
   10.0     15.0    6.9930e-002
   10.0     30.0    8.8404e-002
   10.0     45.0    9.9408e-002
   10.0     60.0    1.1171e-001
   10.0     75.0    1.2506e-001
   10.0     90.0    1.3262e-001
   10.0    105.0    1.4373e-001
   10.0    120.0    1.5239e-001
   10.0    135.0    1.5777e-001
   10.0    150.0    1.6040e-001
   10.0    165.0    1.7625e-001
   10.0    180.0    1.8470e-001
   20.0      0.0    1.1470e-001
   20.0     15.0    1.1854e-001
   20.0     30.0    1.1470e-001
   20.0     45.0    1.2596e-001
   20.0     60.0    1.2196e-001
   20.0     75.0    1.2324e-001
   20.0     90.0    1.2078e-001
   20.0    105.0    1.2871e-001
   20.0    120.0    1.3587e-001
   20.0    135.0    1.4664e-001
   20.0    150.0    1.5099e-001
   20.0    165.0    1.5719e-001
   20.0    180.0    1.5037e-001
   30.0      0.0    1.7093e-001
   30.0     15.0    1.5391e-001
   30.0     30.0    1.3579e-001
   30.0     45.0    1.1779e-001
   30.0     60.0    1.0191e-001
   30.0     75.0    8.0968e-002
   30.0     90.0    7.4952e-002
   30.0    105.0    8.0968e-002
   30.0    120.0    8.6462e-002
   30.0    135.0    9.0027e-002
   30.0    150.0    8.9577e-002
   30.0    165.0    9.3104e-002
   30.0    180.0    9.9040e-002
   40.0      0.0    1.6658e-001
   40.0     15.0    1.4483e-001
   40.0     30.0    1.0887e-001
   40.0     45.0    8.2914e-002
   40.0     60.0    6.6705e-002
   40.0     75.0    5.6036e-002
   40.0     90.0    5.2818e-002
   40.0    105.0    5.0995e-002
   40.0    120.0    5.7193e-002
   40.0    135.0    5.9179e-002
   40.0    150.0    5.8987e-002
   40.0    165.0    6.4036e-002
   40.0    180.0    6.6597e-002
   50.0      0.0    1.4121e-001
   50.0     15.0    1.1674e-001
   50.0     30.0    9.0226e-002
   50.0     45.0    7.1777e-002
   50.0     60.0    6.2313e-002
   50.0     75.0    6.1983e-002
   50.0     90.0    6.1126e-002
   50.0    105.0    6.2835e-002
   50.0    120.0    6.9002e-002
   50.0    135.0    7.2527e-002
   50.0    150.0    7.5488e-002
   50.0    165.0    7.8433e-002
   50.0    180.0    8.2000e-002
   60.0      0.0    1.3876e-001
   60.0     15.0    1.2436e-001
   60.0     30.0    1.1328e-001
   60.0     45.0    1.0944e-001
   60.0     60.0    1.1062e-001
   60.0     75.0    1.1390e-001
   60.0     90.0    1.1083e-001
   60.0    105.0    1.1504e-001
   60.0    120.0    1.2448e-001
   60.0    135.0    1.2866e-001
   60.0    150.0    1.3197e-001
   60.0    165.0    1.3334e-001
   60.0    180.0    1.3718e-001
   70.0      0.0    1.8697e-001
   70.0     15.0    1.7880e-001
   70.0     30.0    1.8081e-001
   70.0     45.0    1.8691e-001
   70.0     60.0    1.9386e-001
   70.0     75.0    2.0123e-001
   70.0     90.0    1.9401e-001
   70.0    105.0    1.9804e-001
   70.0    120.0    2.1089e-001
   70.0    135.0    2.0968e-001
   70.0    150.0    2.0639e-001
   70.0    165.0    2.0336e-001
   70.0    180.0    2.0904e-001
   80.0      0.0    2.2495e-001
   80.0     15.0    2.2041e-001
   80.0     30.0    2.2706e-001
   80.0     45.0    2.3718e-001
   80.0     60.0    2.5039e-001
   80.0     75.0    2.6249e-001
   80.0     90.0    2.5170e-001
   80.0    105.0    2.5176e-001
   80.0    120.0    2.5366e-001
   80.0    135.0    2.3994e-001
   80.0    150.0    2.2836e-001
   80.0    165.0    2.2005e-001
   80.0    180.0    2.2278e-001
   87.5      0.0    2.1025e-001
   87.5     15.0    2.1302e-001
   87.5     30.0    2.1922e-001
   87.5     45.0    2.3152e-001
   87.5     60.0    2.4146e-001
   87.5     75.0    2.5293e-001
   87.5     90.0    2.3939e-001
   87.5    105.0    2.3803e-001
   87.5    120.0    2.2713e-001
   87.5    135.0    2.1100e-001
   87.5    150.0    1.9382e-001
   87.5    165.0    1.8399e-001
   87.5    180.0    1.7879e-001
WIND SPEED = 10.0; SUN ZENITH ANGLE = 20.0
    0.0      0.0    1.5358e-001
   10.0      0.0    1.0649e-001
   10.0     15.0    1.0638e-001
   10.0     30.0    1.2526e-001
   10.0     45.0    1.2615e-001
   10.0     60.0    1.4095e-001
   10.0     75.0    1.5050e-001
   10.0     90.0    1.5437e-001
   10.0    105.0    1.5783e-001
   10.0    120.0    1.5588e-001
   10.0    135.0    1.6392e-001
   10.0    150.0    1.4814e-001
   10.0    165.0    1.4997e-001
   10.0    180.0    1.4977e-001
   20.0      0.0    7.5733e-004
   20.0     15.0    8.3325e-002
   20.0     30.0    1.0285e-001
   20.0     45.0    1.1637e-001
   20.0     60.0    1.2010e-001
   20.0     75.0    1.1988e-001
   20.0     90.0    1.1129e-001
   20.0    105.0    1.0924e-001
   20.0    120.0    1.0642e-001
   20.0    135.0    9.9682e-002
   20.0    150.0    9.2449e-002
   20.0    165.0    9.4199e-002
   20.0    180.0    9.1317e-002
   30.0      0.0    1.1634e-001
   30.0     15.0    1.1845e-001
   30.0     30.0    1.1604e-001
   30.0     45.0    1.0891e-001
   30.0     60.0    8.7338e-002
